count
36
32
45
42
43
38
39
47
41
46
27
35
37
34
33
42
42
34
38
39
36
36
52
35
35
37
37
41
40
48
46
38
36
38
34
36
39
45
36
27
31
28
43
41
46
41
41
43
31
39
40
40
50
38
40
33
37
36
44
39
38
27
40
42
30
41
38
50
35
46
35
32
47
42
42
33
33
39
28
33
38
40
40
38
33
37
33
28
40
26
41
32
37
36
28
26
33
53
39
34
41
40
40
32
36
36
28
34
43
40
41
41
29
40
40
39
45
28
38
31
42
41
46
29
38
40
40
38
27
32
44
31
35
35
44
46
37
38
42
39
36
52
41
39
35
44
35
35
43
41
50
38
35
32
41
34
25
37
31
43
45
40
34
28
22
28
44
35
23
47
33
49
33
40
34
48
51
30
41
40
50
33
32
42
42
42
44
30
42
42
40
41
34
30
35
41
39
39
38
39
39
39
37
34
42
34
52
31
46
25
37
35
38
43
29
28
43
40
43
35
33
41
43
34
39
36
47
43
44
42
46
40
31
51
41
34
43
35
37
43
43
45
38
36
35
36
45
33
30
30
43
38
38
31
28
40
41
42
45
37
39
46
35
31
45
40
40
31
40
31
38
32
31
35
32
45
37
46
35
40
45
35
34
48
30
40
35
41
40
40
42
33
33
42
36
56
37
35
35
49
46
47
37
36
43
35
40
38
33
39
43
46
32
42
34
30
37
43
43
39
36
39
31
39
30
44
35
37
37
34
47
44
53
34
36
34
41
35
43
35
29
34
33
44
35
34
42
38
34
33
47
35
40
34
24
41
40
39
39
29
32
47
42
33
42
34
41
39
46
39
46
41
37
39
47
40
39
43
42
47
44
35
29
32
41
40
47
46
35
44
40
45
39
40
31
28
38
40
46
33
34
47
38
23
39
39
30
37
49
31
43
32
40
38
38
46
34
35
38
51
44
44
51
40
45
43
41
36
42
46
53
32
37
37
41
22
36
29
31
35
49
41
36
36
34
38
30
31
34
41
34
27
28
36
37
42
43
38
35
39
38
45
33
37
52
37
41
50
47
26
36
45
44
31
41
44
44
41
35
34
52
36
31
31
34
42
40
45
46
37
40
42
31
48
33
36
32
43
30
34
38
41
44
38
39
38
32
29
41
45
44
29
40
47
37
37
38
38
44
39
38
30
34
35
35
38
26
47
45
32
32
35
43
37
42
40
38
33
37
40
41
40
31
49
25
41
29
44
43
41
45
37
43
26
37
41
30
34
38
28
36
37
41
41
49
37
27
27
39
44
47
38
34
38
33
40
34
46
47
32
38
35
35
39
29
44
37
34
37
36
39
48
30
43
38
31
44
48
40
42
43
42
43
46
25
43
36
36
50
47
34
33
36
35
25
37
33
38
43
40
44
30
30
43
32
36
42
26
33
39
38
48
42
37
32
31
30
37
37
42
41
32
33
47
33
31
35
41
36
41
32
35
43
45
38
35
39
40
34
43
38
27
40
39
37
44
19
40
27
49
35
34
44
39
49
38
33
38
39
27
40
34
37
30
36
40
33
45
36
46
51
34
29
43
40
42
37
37
33
38
36
32
52
38
41
43
43
40
46
42
45
39
31
27
41
34
35
39
48
47
43
37
37
40
45
25
29
40
32
25
38
44
33
39
37
34
41
36
44
41
50
50
34
46
36
40
40
39
38
46
42
38
32
42
36
32
49
47
39
39
43
45
31
28
41
40
29
30
64
45
38
40
44
23
30
29
38
34
42
36
35
34
33
36
37
38
39
50
36
37
44
33
40
39
37
31
43
45
41
33
50
38
31
41
45
43
41
37
26
42
40
39
43
34
38
38
38
32
44
33
43
38
39
42
33
31
34
33
40
33
39
52
28
41
61
27
36
38
47
35
51
48
38
29
36
35
40
41
34
42
39
39
40
33
39
30
33
42
45
37
32
50
57
46
38
37
35
39
56
43
42
51
38
38
46
35
47
36
36
39
38
50
37
36
41
29
42
31
40
45
52
38
30
47
37
32
45
36
38
47
37
49
23
43
43
38
31
40
35
34
35
41
45
36
31
39
46
38
44
33
29
28
45
40
38
47
34
33
39
27
33
36
35
40
32
29
32
39
44
33
35
37
37
31
48
33
35
42
36
38
32
42
35
49
50
34
36
48
40
30
35
46
38
36
28
38
43
38
40
35
32
31
33
37
41
43
38
47
40
33
35
30
37
33
30
44
38
43
39
38
38
35
38
50
43
47
43
34
42
47
43
45
36
43
45
35
34
42
38
27
40
41
29
33
36
39
46
44
35
39
38
52
37
62
45
33
37
43
36
59
37
38
34
32
34
36
47
27
34
43
40
36
36
36
31
44
45
45
33
39
44
39
33
28
38
40
38
39
40
43
46
41
44
42
43
30
35
42
36
36
38
35
39
45
42
34
40
43
35
43
40
29
42
40
34
40
35
39
38
41
40
27
37
43
44
47
35
32
45
32
39
29
34
39
27
51
48
43
42
40
33
37
25
40
34
30
47
30
30
43
32
45
39
44
42
35
29
43
37
35
36
47
38
35
35
42
32
25
42
53
36
42
38
47
36
50
40
46
30
30
34
27
35
39
42
44
35
36
33
49
35
37
31
28
41
33
32
45
38
49
46
38
27
46
37
39
34
35
37
46
57
39
35
38
51
35
51
34
44
35
30
42
34
38
34
37
45
28
31
34
37
37
31
35
40
30
29
38
38
39
51
47
42
29
39
32
39
52
36
34
39
41
33
45
47
43
45
36
39
47
40
37
42
37
39
35
31
32
29
35
31
32
38
31
28
42
25
35
37
35
31
42
32
42
38
50
28
34
35
43
33
38
39
37
47
41
40
46
35
44
39
19
32
45
38
40
42
34
44
39
41
29
37
30
42
40
49
45
45
45
35
39
46
39
42
45
34
35
41
36
34
35
32
42
35
42
38
