count
41
38
41
42
31
35
31
44
41
33
37
31
41
41
51
34
45
27
38
36
34
39
31
39
43
53
42
41
44
36
42
33
33
34
36
27
23
40
34
38
32
31
30
31
33
39
39
27
38
33
46
34
31
37
35
28
32
35
38
31
52
42
44
36
46
41
38
28
24
37
31
28
33
32
55
36
32
38
35
37
27
39
42
30
40
31
37
27
39
42
28
31
42
47
32
35
27
44
40
41
33
36
36
36
34
46
30
34
39
26
29
39
43
22
30
26
37
30
45
33
32
32
41
35
27
39
39
42
31
26
34
40
28
54
40
40
32
30
32
33
48
27
28
31
36
36
38
40
45
34
27
39
27
40
33
31
36
30
32
23
40
35
41
30
28
32
34
24
42
29
21
40
33
33
36
27
37
41
31
37
52
34
35
35
36
36
37
33
41
38
36
33
31
34
36
33
36
48
20
34
51
38
48
34
38
35
27
40
29
31
41
36
25
27
27
38
47
41
32
32
43
33
29
31
32
31
42
28
30
30
31
36
38
38
43
34
42
47
37
35
29
36
37
38
38
40
26
23
43
26
38
35
35
35
36
29
39
36
33
41
24
37
41
41
30
32
37
39
31
41
32
35
39
33
39
30
33
35
34
36
42
34
30
33
40
31
34
38
34
25
41
28
22
34
39
41
37
31
33
45
39
40
43
33
39
34
30
41
33
36
38
36
36
30
42
28
42
35
40
30
41
40
34
35
39
37
36
36
22
28
23
41
30
32
42
36
35
34
29
42
35
42
36
38
33
39
45
36
37
31
33
35
30
45
38
28
41
43
40
29
37
35
37
32
46
28
33
42
27
38
37
35
47
33
29
45
37
27
31
45
33
43
45
34
37
33
31
39
40
37
49
37
43
46
31
33
49
23
43
49
35
45
33
38
36
41
39
38
38
50
39
44
28
40
49
49
40
33
38
43
34
52
42
50
34
30
41
31
41
49
41
35
41
47
38
36
35
40
42
36
35
38
49
30
41
40
39
41
50
32
35
31
35
42
42
53
42
38
33
38
50
47
44
37
43
50
41
32
49
46
42
38
43
42
44
38
42
37
27
40
46
42
39
39
43
36
43
29
59
54
51
35
35
39
37
27
33
36
37
47
58
49
49
36
45
49
46
44
32
50
41
39
32
39
37
43
42
43
38
50
39
40
49
40
36
44
41
33
40
39
47
38
46
30
36
38
35
35
38
36
42
42
37
34
40
26
37
51
46
32
42
39
43
42
40
44
36
34
37
37
38
38
43
38
32
41
39
45
48
37
47
41
38
43
41
44
30
39
34
39
41
41
35
34
47
50
52
36
36
37
51
55
27
41
43
40
44
34
51
47
40
36
43
34
27
36
43
34
41
39
40
47
33
51
31
47
37
49
34
25
42
39
47
36
44
53
41
44
32
34
32
49
31
47
40
33
35
39
49
35
47
28
36
53
46
39
42
40
46
35
38
38
34
46
44
36
38
40
43
46
38
37
35
22
45
33
33
37
50
36
37
37
50
50
43
43
40
46
42
42
34
38
37
35
23
52
33
46
46
35
40
52
37
42
45
56
38
42
47
30
38
42
47
38
40
48
51
46
35
35
33
41
38
44
45
36
36
40
36
36
48
38
43
38
45
43
45
36
50
31
35
41
43
39
34
41
37
38
50
34
35
46
32
42
34
41
46
46
43
36
48
35
40
53
38
32
33
43
33
38
37
41
52
44
36
43
39
43
40
43
39
44
36
37
32
40
46
40
35
22
47
33
35
34
44
33
33
46
40
41
41
38
28
36
50
29
40
35
50
38
44
42
35
40
37
52
44
43
51
36
38
47
35
36
42
39
36
48
30
36
44
33
42
37
46
45
45
47
39
36
47
38
48
29
47
44
48
39
34
41
38
40
31
31
37
42
41
38
36
47
40
48
45
29
40
51
33
52
38
42
40
40
35
34
36
52
41
40
48
38
37
37
34
32
33
35
41
54
38
41
45
41
30
44
34
44
51
40
36
38
39
40
34
41
42
39
39
50
48
50
45
39
45
33
40
40
31
41
38
42
44
35
43
38
38
46
28
48
41
39
43
32
42
40
42
37
41
49
41
57
37
47
34
32
39
43
38
46
49
42
39
40
36
36
49
31
34
26
45
35
45
40
46
47
37
53
32
34
48
28
41
46
32
41
29
30
37
40
33
42
29
40
42
42
31
43
29
46
43
48
45
33
50
35
35
37
37
37
41
46
42
30
40
45
44
31
37
31
53
42
36
39
38
32
33
34
43
42
41
43
49
42
45
48
37
41
35
31
29
36
52
42
35
35
46
37
29
46
47
33
29
41
42
41
41
28
39
45
36
29
39
44
40
32
51
36
29
44
33
33
38
40
47
31
34
39
31
39
40
38
42
39
46
37
36
40
52
39
27
34
46
38
47
42
39
44
29
45
33
45
35
50
41
46
38
41
37
38
36
37
39
33
45
53
33
33
27
39
50
28
46
53
26
36
35
35
40
40
34
27
42
30
36
40
41
44
45
27
37
41
27
44
30
32
44
39
47
42
42
43
42
28
18
43
31
47
31
52
29
48
46
29
36
32
42
34
33
41
28
42
38
28
49
40
38
41
31
38
51
38
32
44
45
30
56
39
30
33
34
38
46
46
39
41
29
43
39
46
33
40
32
49
34
47
48
39
35
51
36
40
38
31
37
47
34
43
33
34
49
39
37
39
45
37
36
48
33
34
28
64
34
38
42
44
27
44
34
40
43
39
36
34
40
41
47
37
34
42
42
33
34
33
33
49
35
42
28
41
54
39
37
38
28
48
48
32
37
27
36
28
43
37
39
35
30
47
36
41
31
31
43
43
37
36
33
33
39
39
33
32
36
24
47
31
39
37
39
36
24
32
48
39
27
39
27
32
38
32
20
40
38
26
38
34
38
35
46
37
37
35
38
43
31
44
27
37
34
